112	2762	14
1362	2076	18
19093	2078	2
604	6111	7
2739	2582	7
2088	2597	14
162	200	3
38924	1719	19
1466	906	29
41201	3011	14
1243	5712	1
9872	976	0
4527	6479	2
165	1648	13
12	449	32
244	4291	28
37895	8537	3
167	147	31
3967	8793	1
2230	1790	6
2174	6711	4
36978	5804	15
2290	4050	33
9	7510	22
14375	8258	7
13	7326	16
934	1677	9
2437	4266	6
12	5629	17
101	432	23
262	1703	1
273	9685	0
803	2514	23
3866	1158	9
350	1386	36
12	6076	7
179	2950	7
57	5334	18
4335	9111	3
244	7054	3
113	5125	23
33140	4438	28
14	2591	24
139	4356	10
10006	3421	16
114	509	22
2691	3649	5
7940	2271	9
552	5826	9
101	2106	8
1924	2520	2
12	2613	4
21334	6852	7
18141	902	4
112	3213	10
4779	1	22
21459	6181	26
21292	821	44
385	6728	9
104	5045	6
4425	5369	23
15026	4275	25
14	895	11
120	9766	20
838	200	0
29067	3050	3
14	9434	26
4253	9349	9
14	6286	33
19244	4428	16
13316	1882	9
105	7322	13
101	6674	10
12	2739	18
466	2006	28
13185	4315	2
500	1812	33
105	4786	10
2	9972	13
283	9596	33
12	1977	9
150	1647	4
535	5934	1
347	7281	29
113	8098	4
410	9643	14
104	5820	4
3868	7240	18
7951	4493	18
158	5926	0
1361	4721	15
124	999	28
1218	5660	1
115	4243	14
1069	3857	2
128	5457	24
307	8084	0
112	3658	10
988	3191	8
101	57	17
14	6321	12
17136	991	15
34452	8038	7
973	7539	4
119	5922	11
2794	9107	24
995	4459	0
166	4339	3
1112	7218	8
30313	8206	9
165	3514	16
4670	6819	3
104	282	6
102	9086	25
113	805	3
1056	701	0
101	9848	8
12	9145	6
14	5350	36
4390	2551	21
12	6527	24
397	6330	0
14	9002	33
121	3108	0
102	6684	13
3387	8777	16
4918	4368	3
113	2629	16
107	6501	13
7207	5538	8
14	4438	29
387	7625	5
10472	5488	0
142	6772	0
1777	9057	23
111	4128	17
106	9359	1
12	2612	16
101	6583	20
7566	9966	14
118	7667	20
121	3811	0
115	5246	4
9	3696	16
103	1949	18
127	7378	15
14	6198	14
26695	752	32
10776	7530	0
107	1381	8
1235	4694	6
139	7758	19
8157	6124	9
104	4689	14
114	957	20
17376	3793	11
115	3447	3
101	3508	8
10109	6968	7
3290	1718	9
8	7969	37
101	5913	5
32806	2962	14
110	3266	4
12	8922	12
34942	8830	17
2705	9240	13
140	9068	19
1310	701	19
259	3404	14
151	6854	2
12	3933	9
399	3442	1
115	7197	6
102	5674	42
145	7991	5
2915	6227	33
23804	4777	16
112	6249	15
909	3281	18
31006	7681	9
378	3384	15
196	948	9
19275	4040	25
175	5707	4
36038	5687	8
615	8402	15
134	2093	11
111	175	8
102	3711	10
9620	542	0
555	4545	14
102	7702	30
591	4167	24
2210	2376	4
107	8864	2
3044	2817	25
117	369	26
109	5987	11
404	9870	8
281	4297	5
3819	7380	7
297	9214	11
112	935	8
36723	932	2
103	5118	21
351	6586	9
108	4973	5
4401	4713	0
136	2277	7
252	3103	13
109	8166	4
3166	7607	13
191	1057	23
994	2799	0
